TransactionDate,SettlementDate,TransactionAccount,CurrencyPair,PrimaryCurrencyQuantity,SecondaryCurrencyQuantity
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4368
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4369
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4370
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4371
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4373
2/3/2021,2/5/2021,Client B,EUR/USD,-4000,4374
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5457
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5457
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5457
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5457
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5457
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5458
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5458
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5459
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5459
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5459
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5460
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5461
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5461
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5461
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5461
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5461
2/3/2021,2/5/2021,Client C,EUR/USD,-5000,5462
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5462
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5462
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5463
2/3/2021,2/5/2021,Client C,EUR/USD,-5000,5463
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5464
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5464
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5464
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5465
2/3/2021,2/5/2021,Client B,EUR/USD,-5000,5466
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6548
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6548
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6548
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6548
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6549
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6549
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6550
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6550
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6551
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6551
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6551
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6552
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6552
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6552
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6552
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6552
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6552
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6554
2/3/2021,2/5/2021,Client B,EUR/USD,-6000,6554
2/3/2021,2/5/2021,Client B,EUR/USD,-7000,7640
2/3/2021,2/5/2021,Client B,EUR/USD,-7000,7640
2/3/2021,2/5/2021,Client B,EUR/USD,-7000,7640
2/3/2021,2/5/2021,Client B,EUR/USD,-7000,7642
2/3/2021,2/5/2021,Client B,EUR/USD,-7000,7644
2/3/2021,2/5/2021,Client C,EUR/USD,-7000,7645
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8731
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8731
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8733
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8735
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8736
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8736
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8736
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8736
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8736
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8736
2/3/2021,2/5/2021,Client B,EUR/USD,-8000,8737
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9824
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9824
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9825
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9825
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9826
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9826
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9828
2/3/2021,2/5/2021,Client C,EUR/USD,-9000,9829
2/3/2021,2/5/2021,Client B,EUR/USD,-9000,9830
2/3/2021,2/5/2021,Client C,EUR/USD,-9000,9832
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10918
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10919
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10919
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10920
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10920
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10920
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10920
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10922
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10923
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10923
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10923
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10924
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10924
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10926
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10929
2/3/2021,2/5/2021,Client B,EUR/USD,-10000,10931
2/3/2021,2/5/2021,Client C,EUR/USD,-10000,10932
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12005
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12005
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12005
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12005
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12005
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12005
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12010
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12013
2/3/2021,2/5/2021,Client B,EUR/USD,-11000,12017
2/3/2021,2/5/2021,Client B,EUR/USD,-12000,13102
2/3/2021,2/5/2021,Client B,EUR/USD,-12000,13105
2/3/2021,2/5/2021,Client B,EUR/USD,-13000,14199
2/3/2021,2/5/2021,Client B,EUR/USD,-13000,14199
2/3/2021,2/5/2021,Client B,EUR/USD,-13000,14202
2/3/2021,2/5/2021,Client B,EUR/USD,-13000,14202
2/3/2021,2/5/2021,Client B,EUR/USD,-13000,14202
2/3/2021,2/5/2021,Client B,EUR/USD,-13000,14206
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15278
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15281
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15281
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15283
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15285
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15289
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15289
2/3/2021,2/5/2021,Client B,EUR/USD,-14000,15289
2/3/2021,2/5/2021,Client B,EUR/USD,-15000,16375
2/3/2021,2/5/2021,Client B,EUR/USD,-15000,16381
2/3/2021,2/5/2021,Client B,EUR/USD,-15000,16381
2/3/2021,2/5/2021,Client B,EUR/USD,-15000,16381
2/3/2021,2/5/2021,Client B,EUR/USD,-15000,16386
2/3/2021,2/5/2021,Client B,EUR/USD,-16000,17461
2/3/2021,2/5/2021,Client B,EUR/USD,-16000,17467
2/3/2021,2/5/2021,Client B,EUR/USD,-16000,17472
2/3/2021,2/5/2021,Client B,EUR/USD,-16000,17473
2/3/2021,2/5/2021,Client B,EUR/USD,-16000,17488
2/3/2021,2/5/2021,Client B,EUR/USD,-16000,17496
2/3/2021,2/5/2021,Client B,EUR/USD,-17000,18554
2/3/2021,2/5/2021,Client B,EUR/USD,-17000,18579
2/3/2021,2/5/2021,Client B,EUR/USD,-18000,19650
2/3/2021,2/5/2021,Client B,EUR/USD,-18000,19652
2/3/2021,2/5/2021,Client B,EUR/USD,-18000,19653
2/3/2021,2/5/2021,Client B,EUR/USD,-18000,19653
2/3/2021,2/5/2021,Client C,EUR/USD,-18000,19682
2/3/2021,2/5/2021,Client B,EUR/USD,-19000,20735
2/3/2021,2/5/2021,Client B,EUR/USD,-19000,20749
2/3/2021,2/5/2021,Client B,EUR/USD,-19000,20756
2/3/2021,2/5/2021,Client B,EUR/USD,-20000,21841
2/3/2021,2/5/2021,Client B,EUR/USD,-20000,21841
2/3/2021,2/5/2021,Client B,EUR/USD,-20000,21842
2/3/2021,2/5/2021,Client B,EUR/USD,-20000,21851
2/3/2021,2/5/2021,Client B,EUR/USD,-20000,21852
2/3/2021,2/5/2021,Client B,EUR/USD,-20000,21862
2/3/2021,2/5/2021,Client B,EUR/USD,-21000,22922
2/3/2021,2/5/2021,Client B,EUR/USD,-21000,22922
2/3/2021,2/5/2021,Client B,EUR/USD,-21000,22925
2/3/2021,2/5/2021,Client C,EUR/USD,-22000,24051
2/3/2021,2/5/2021,Client B,EUR/USD,-23000,25111
2/3/2021,2/5/2021,Client B,EUR/USD,-25000,27292
2/3/2021,2/5/2021,Client B,EUR/USD,-25000,27299
2/3/2021,2/5/2021,Client B,EUR/USD,-25000,27302
2/3/2021,2/5/2021,Client B,EUR/USD,-25000,27302
2/3/2021,2/5/2021,Client B,EUR/USD,-25000,27324
2/3/2021,2/5/2021,Client B,EUR/USD,-26000,28383
2/3/2021,2/5/2021,Client B,EUR/USD,-26000,28394
2/3/2021,2/5/2021,Client B,EUR/USD,-26000,28405
2/3/2021,2/5/2021,Client B,EUR/USD,-26000,28406
2/3/2021,2/5/2021,Client B,EUR/USD,-28000,30559
2/3/2021,2/5/2021,Client B,EUR/USD,-28000,30578
2/3/2021,2/5/2021,Client B,EUR/USD,-28000,30581
2/3/2021,2/5/2021,Client B,EUR/USD,-28000,30581
2/3/2021,2/5/2021,Client B,EUR/USD,-28000,30583
2/3/2021,2/5/2021,Client B,EUR/USD,-28000,30590
2/3/2021,2/5/2021,Client B,EUR/USD,-28000,30610
2/3/2021,2/5/2021,Client B,EUR/USD,-30000,32753
2/3/2021,2/5/2021,Client C,EUR/USD,-31000,33863
2/3/2021,2/5/2021,Client B,EUR/USD,-33000,36020
2/3/2021,2/5/2021,Client B,EUR/USD,-33000,36020
2/3/2021,2/5/2021,Client B,EUR/USD,-33000,36025
2/3/2021,2/5/2021,Client B,EUR/USD,-33000,36025
2/3/2021,2/5/2021,Client B,EUR/USD,-40000,43671
2/3/2021,2/5/2021,Client B,EUR/USD,-40000,43671
2/3/2021,2/5/2021,Client B,EUR/USD,-48000,52405
2/3/2021,2/5/2021,Client B,EUR/USD,-49000,53528
2/3/2021,2/5/2021,Client B,EUR/USD,-49000,53554
2/3/2021,2/5/2021,Client B,EUR/USD,-50000,54612
2/3/2021,2/5/2021,Client C,EUR/USD,-50000,54620
2/3/2021,2/5/2021,Client B,EUR/USD,-50000,54624
2/3/2021,2/5/2021,Client B,EUR/USD,-50000,54628
2/3/2021,2/5/2021,Client B,EUR/USD,-50000,54644
2/3/2021,2/5/2021,Client B,EUR/USD,-50000,54647
2/3/2021,2/5/2021,Client B,EUR/USD,-52000,56758
2/3/2021,2/5/2021,Client B,EUR/USD,-52000,56758
2/3/2021,2/5/2021,Client B,EUR/USD,-52000,56766
2/3/2021,2/5/2021,Client B,EUR/USD,-52000,56766
2/3/2021,2/5/2021,Client B,EUR/USD,-52000,56776
2/3/2021,2/5/2021,Client B,EUR/USD,-54000,58984
2/3/2021,2/5/2021,Client B,EUR/USD,-55000,60027
2/3/2021,2/5/2021,Client B,EUR/USD,-58000,63323
2/3/2021,2/5/2021,Client B,EUR/USD,-58000,63327
2/3/2021,2/5/2021,Client C,EUR/USD,-60000,65552
2/3/2021,2/5/2021,Client B,EUR/USD,-69000,75309
2/3/2021,2/5/2021,Client B,EUR/USD,-69000,75333
2/3/2021,2/5/2021,Client B,EUR/USD,-70000,76446
2/3/2021,2/5/2021,Client B,EUR/USD,-80000,87333
2/3/2021,2/5/2021,Client B,EUR/USD,-80000,87333
2/3/2021,2/5/2021,Client B,EUR/USD,-83000,90618
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109178
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109180
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109181
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109184
2/3/2021,2/5/2021,Client A,EUR/USD,-100000,109189
2/3/2021,2/5/2021,Client A,EUR/USD,-100000,109194
2/3/2021,2/5/2021,Client A,EUR/USD,-100000,109201
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109235
2/3/2021,2/5/2021,Client A,EUR/USD,-100000,109243
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109247
2/3/2021,2/5/2021,Client C,EUR/USD,-100000,109247
2/3/2021,2/5/2021,Client A,EUR/USD,-100000,109250
2/3/2021,2/5/2021,Client C,EUR/USD,-100000,109265
2/3/2021,2/5/2021,Client A,EUR/USD,-100000,109290
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109294
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109294
2/3/2021,2/5/2021,Client B,EUR/USD,-100000,109294
2/3/2021,2/5/2021,Client A,EUR/USD,-100000,109310
2/3/2021,2/5/2021,Client C,EUR/USD,-100000,109316
2/3/2021,2/5/2021,Client C,EUR/USD,-100000,109319
2/3/2021,2/5/2021,Client B,EUR/USD,-102000,111475
2/3/2021,2/5/2021,Client C,EUR/USD,-115000,125635
2/3/2021,2/5/2021,Client B,EUR/USD,-117076,127906
2/3/2021,2/5/2021,Client B,EUR/USD,-119000,129922
2/3/2021,2/5/2021,Client B,EUR/USD,-131000,143173
2/3/2021,2/5/2021,Client B,EUR/USD,-136000,148637
2/3/2021,2/5/2021,Client A,EUR/USD,-150000,163785
2/3/2021,2/5/2021,Client A,EUR/USD,-150257,164108
2/3/2021,2/5/2021,Client B,EUR/USD,-160000,174694
2/3/2021,2/5/2021,Client B,EUR/USD,-164000,179237
2/3/2021,2/5/2021,Client B,EUR/USD,-200000,218336
2/3/2021,2/5/2021,Client B,EUR/USD,-200000,218336
2/3/2021,2/5/2021,Client B,EUR/USD,-200000,218360
2/3/2021,2/5/2021,Client B,EUR/USD,-200000,218368
2/3/2021,2/5/2021,Client C,EUR/USD,-200000,218422
2/3/2021,2/5/2021,Client C,EUR/USD,-200000,218478
2/3/2021,2/5/2021,Client B,EUR/USD,-200000,218512
2/3/2021,2/5/2021,Client A,EUR/USD,-200000,218536
2/3/2021,2/5/2021,Client A,EUR/USD,-200000,218540
2/3/2021,2/5/2021,Client B,EUR/USD,-200000,218588
2/3/2021,2/5/2021,Client B,EUR/USD,-200000,218598
2/3/2021,2/5/2021,Client C,EUR/USD,-200000,218632
2/3/2021,2/5/2021,Client B,EUR/USD,-201000,219584
2/3/2021,2/5/2021,Client B,EUR/USD,-230000,251123
2/3/2021,2/5/2021,Client A,EUR/USD,-240000,262006
2/3/2021,2/5/2021,Client B,EUR/USD,-240000,262358
2/3/2021,2/5/2021,Client B,EUR/USD,-245000,267491
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,272873
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,272875
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,272935
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,272965
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,272988
2/3/2021,2/5/2021,Client B,EUR/USD,-250000,273023
2/3/2021,2/5/2021,Client B,EUR/USD,-250000,273103
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,273163
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,273218
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,273230
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,273243
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,273290
2/3/2021,2/5/2021,Client A,EUR/USD,-250000,273360
2/3/2021,2/5/2021,Client B,EUR/USD,-262000,286329
2/3/2021,2/5/2021,Client A,EUR/USD,-300000,327570
2/3/2021,2/5/2021,Client C,EUR/USD,-300000,327738
2/3/2021,2/5/2021,Client C,EUR/USD,-300000,327768
2/3/2021,2/5/2021,Client A,EUR/USD,-300000,327912
2/3/2021,2/5/2021,Client B,EUR/USD,-320000,349450
2/3/2021,2/5/2021,Client B,EUR/USD,-336000,367218
2/3/2021,2/5/2021,Client C,EUR/USD,-350000,382354
2/3/2021,2/5/2021,Client A,EUR/USD,-400000,436556
2/3/2021,2/5/2021,Client A,EUR/USD,-400000,436976
2/3/2021,2/5/2021,Client B,EUR/USD,-413000,450918
2/3/2021,2/5/2021,Client A,EUR/USD,-450000,491922
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,545755
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,545870
2/3/2021,2/5/2021,Client B,EUR/USD,-500000,545910
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,545950
2/3/2021,2/5/2021,Client B,EUR/USD,-500000,545965
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,545975
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546105
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546125
2/3/2021,2/5/2021,Client B,EUR/USD,-500000,546235
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546395
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546445
2/3/2021,2/5/2021,Client B,EUR/USD,-500000,546450
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546455
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546460
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546530
2/3/2021,2/5/2021,Client A,EUR/USD,-500000,546705
2/3/2021,2/5/2021,Client B,EUR/USD,-571000,624040
2/3/2021,2/5/2021,Client B,EUR/USD,-600000,655266
2/3/2021,2/5/2021,Client A,EUR/USD,-600000,655524
2/3/2021,2/5/2021,Client B,EUR/USD,-651000,711497
2/3/2021,2/5/2021,Client A,EUR/USD,-700000,764330
2/3/2021,2/5/2021,Client B,EUR/USD,-700000,765002
2/3/2021,2/5/2021,Client B,EUR/USD,-702000,767209
2/3/2021,2/5/2021,Client B,EUR/USD,-748000,816696
2/3/2021,2/5/2021,Client A,EUR/USD,-750000,819510
2/3/2021,2/5/2021,Client A,EUR/USD,-750000,819548
2/3/2021,2/5/2021,Client A,EUR/USD,-754000,823526
2/3/2021,2/5/2021,Client B,EUR/USD,-773000,843930
2/3/2021,2/5/2021,Client A,EUR/USD,-800000,873520
2/3/2021,2/5/2021,Client A,EUR/USD,-850000,928115
2/3/2021,2/5/2021,Client B,EUR/USD,-900000,982584
2/3/2021,2/5/2021,Client B,EUR/USD,-900000,982629
2/3/2021,2/5/2021,Client A,EUR/USD,-900000,984159
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091330
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091360
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091400
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091400
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091400
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091500
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1091500
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091800
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091900
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091900
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091950
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091950
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091950
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1091950
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092000
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092000
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092000
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092000
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092000
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092050
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092100
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092100
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092100
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092100
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092100
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092100
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092100
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092140
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092150
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092150
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092150
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092150
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092150
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092150
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092190
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092200
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092200
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092200
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092200
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092200
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092200
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092200
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092210
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092220
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092240
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092240
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092240
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092250
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092280
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092350
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092380
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092390
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092400
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092400
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092400
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092430
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092450
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092450
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092450
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092450
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092450
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092450
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092450
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092480
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092500
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092500
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092500
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092500
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092500
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092550
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092550
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092550
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092550
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092550
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092600
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092600
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092600
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092650
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092650
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092650
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092690
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092690
2/3/2021,2/5/2021,Client A,EUR/USD,-1000000,1092700
2/3/2021,2/5/2021,Client C,EUR/USD,-999999,1092729
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092750
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092750
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092750
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092750
2/3/2021,2/5/2021,Client C,EUR/USD,-1000000,1092750
